Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age_Group
0,Travel_Rarely,Research & Development,6,Bachelor,Medical,Male,Very High,2,Research Scientist,Low,Divorced,5974,1,13,2,Better,7,33-37
0,Non-Travel,Sales,25,College,Technical Degree,Female,High,2,Sales Executive,High,Married,4736,1,4,2,Best,2,28-32
0,Travel_Rarely,Sales,1,Bachelor,Life Sciences,Male,High,2,Sales Executive,High,Married,5296,0,8,3,Better,8,23-27
0,Travel_Rarely,Research & Development,2,Master,Other,Male,Medium,2,Healthcare Representative,Very High,Single,6781,0,14,6,Better,1,38-42
1,Travel_Frequently,Sales,1,Below College,Technical Degree,Female,Medium,1,Sales Representative,Medium,Single,2174,1,3,3,Better,3,18-22
0,Non-Travel,Sales,1,Doctor,Medical,Female,High,2,Sales Executive,Very High,Single,6653,0,7,6,Better,1,33-37
0,Travel_Frequently,Sales,3,Master,Medical,Male,Medium,3,Sales Executive,Very High,Married,9699,0,16,2,Better,13,33-37
0,Travel_Rarely,Research & Development,1,Master,Medical,Male,High,2,Healthcare Representative,High,Married,6755,0,15,2,Better,3,53-57
0,Travel_Rarely,Research & Development,10,Master,Life Sciences,Female,Very High,1,Laboratory Technician,High,Married,2213,1,10,3,Better,7,38-42
0,Non-Travel,Sales,9,College,Medical,Male,High,1,Sales Representative,Very High,Single,2610,0,3,3,Good,3,18-22
1,Travel_Rarely,Sales,5,Bachelor,Marketing,Female,High,1,Sales Representative,High,Single,2851,1,1,2,Better,1,28-32
0,Travel_Rarely,Research & Development,10,Bachelor,Medical,Female,High,1,Laboratory Technician,Low,Married,3452,0,17,3,Better,5,33-37
0,Non-Travel,Research & Development,7,Master,Medical,Female,High,2,Manufacturing Director,High,Married,5258,0,7,2,Best,1,43-47
1,Travel_Frequently,Sales,4,Bachelor,Marketing,Male,High,2,Sales Executive,Medium,Single,9355,0,8,5,Better,8,38-42
0,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,Male,Medium,3,Healthcare Representative,Very High,Single,10496,0,20,2,Better,4,48-52
1,Travel_Rarely,Sales,22,College,Marketing,Male,Medium,2,Sales Executive,High,Married,6380,1,8,6,Better,6,38-42
0,Travel_Rarely,Research & Development,9,Master,Life Sciences,Male,Medium,1,Research Scientist,Medium,Single,2657,1,3,5,Better,2,28-32
1,Travel_Rarely,Sales,12,Bachelor,Life Sciences,Female,Very High,1,Sales Representative,Medium,Single,2716,0,1,0,Better,1,18-22
0,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,Male,High,1,Research Scientist,Very High,Single,2201,0,6,4,Better,3,28-32
0,Travel_Rarely,Research & Development,9,Master,Life Sciences,Male,Medium,2,Healthcare Representative,Medium,Single,6540,0,10,5,Better,1,33-37
0,Travel_Rarely,Research & Development,1,College,Medical,Male,High,1,Laboratory Technician,Medium,Divorced,3816,0,5,2,Better,5,23-27
0,Travel_Rarely,Sales,9,Master,Life Sciences,Male,High,2,Sales Executive,Very High,Single,5253,0,7,1,Better,7,23-27
0,Travel_Rarely,Research & Development,7,Bachelor,Other,Male,Medium,3,Healthcare Representative,High,Single,10965,0,26,2,Better,5,48-52
0,Travel_Rarely,Sales,14,College,Life Sciences,Female,High,2,Sales Executive,Very High,Married,4936,0,18,2,Good,7,48-52
0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,High,1,Research Scientist,High,Married,2543,0,6,3,Better,2,33-37
1,Non-Travel,Sales,19,Bachelor,Marketing,Male,Very High,2,Sales Executive,Very High,Single,5304,1,9,3,Good,5,33-37
0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,High,4,Manager,Very High,Single,16659,1,30,2,Better,5,53-57
0,Travel_Rarely,Sales,10,Master,Marketing,Female,High,2,Sales Executive,High,Divorced,4260,1,5,2,Best,5,23-27
0,Travel_Rarely,Sales,2,Below College,Technical Degree,Male,High,1,Sales Representative,Medium,Married,2476,0,1,3,Better,1,28-32
1,Travel_Frequently,Research & Development,3,Below College,Technical Degree,Male,High,1,Research Scientist,Low,Single,3102,0,7,2,Better,6,23-27
0,Travel_Rarely,Research & Development,11,Bachelor,Medical,Female,High,1,Research Scientist,Medium,Married,2244,0,2,1,Better,2,18-22
0,Travel_Rarely,Sales,2,College,Medical,Male,Medium,3,Sales Executive,High,Married,7596,0,10,2,Better,10,33-37
1,Travel_Frequently,Research & Development,4,Bachelor,Technical Degree,Male,High,1,Research Scientist,Very High,Single,2285,1,3,4,Better,1,28-32
0,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,Female,High,1,Laboratory Technician,Low,Divorced,3034,0,18,2,Good,18,33-37
0,Travel_Rarely,Sales,2,College,Marketing,Female,High,2,Sales Executive,Medium,Divorced,5715,0,8,5,Better,5,38-42
0,Travel_Rarely,Research & Development,1,Master,Life Sciences,Female,High,1,Laboratory Technician,Low,Divorced,2576,0,8,5,Better,5,38-42
0,Travel_Rarely,Research & Development,10,Master,Life Sciences,Male,High,2,Manufacturing Director,Medium,Single,4197,1,18,2,Good,1,33-37
0,Travel_Rarely,Research & Development,12,Bachelor,Life Sciences,Male,Medium,4,Research Director,Medium,Divorced,14336,0,25,3,Better,25,38-42
0,Travel_Rarely,Research & Development,2,Bachelor,Medical,Female,Medium,2,Laboratory Technician,High,Married,3448,0,20,3,Better,1,38-42
0,Travel_Rarely,Research & Development,5,College,Medical,Male,High,5,Research Director,Low,Married,19406,0,24,4,Good,4,53-57
0,Non-Travel,Sales,4,Master,Marketing,Female,High,2,Sales Executive,High,Married,6538,0,6,3,Better,3,33-37
0,Travel_Rarely,Research & Development,7,College,Medical,Female,High,2,Manufacturing Director,Low,Married,4306,0,13,5,Bad,13,28-32
0,Travel_Frequently,Research & Development,21,Bachelor,Medical,Male,High,1,Laboratory Technician,Very High,Married,2258,0,8,1,Better,3,38-42
0,Travel_Rarely,Research & Development,8,Master,Other,Female,High,2,Healthcare Representative,High,Divorced,4522,1,8,3,Better,5,38-42
0,Travel_Rarely,Sales,4,College,Life Sciences,Female,Medium,2,Sales Executive,Very High,Single,4487,1,5,3,Better,5,23-27
0,Non-Travel,Research & Development,25,Doctor,Medical,Female,High,2,Research Scientist,High,Married,4449,1,15,2,Better,13,33-37
0,Travel_Rarely,Research & Development,1,College,Life Sciences,Male,Medium,1,Laboratory Technician,Low,Married,2218,0,4,3,Better,4,28-32
0,Travel_Frequently,Research & Development,1,Below College,Life Sciences,Male,High,5,Manager,High,Divorced,19197,1,21,3,Better,21,38-42
0,Travel_Frequently,Sales,6,Bachelor,Life Sciences,Female,Very High,4,Sales Executive,Low,Married,13212,0,36,0,Good,7,53-57
0,Travel_Rarely,Sales,12,Bachelor,Technical Degree,Female,High,2,Sales Executive,High,Single,6577,0,6,6,Better,5,28-32
0,Travel_Rarely,Sales,1,Bachelor,Marketing,Male,Very High,3,Sales Executive,Low,Married,8392,0,10,2,Better,10,38-42
0,Travel_Rarely,Research & Development,17,College,Medical,Male,High,2,Laboratory Technician,Low,Divorced,4558,0,10,2,Better,10,23-27
1,Travel_Rarely,Research & Development,3,Bachelor,Medical,Male,High,1,Laboratory Technician,Low,Married,4031,0,6,5,Better,2,23-27
0,Travel_Rarely,Research & Development,3,Bachelor,Medical,Male,Medium,3,Manufacturing Director,High,Married,7969,1,28,4,Better,5,48-52
0,Travel_Rarely,Research & Development,10,College,Life Sciences,Male,High,1,Research Scientist,Very High,Married,2654,0,8,3,Good,2,43-47
0,Travel_Rarely,Research & Development,4,College,Life Sciences,Female,High,4,Manager,Very High,Married,16555,0,31,2,Bad,5,48-52
0,Travel_Frequently,Research & Development,29,College,Life Sciences,Female,High,2,Research Scientist,High,Divorced,4556,0,19,3,Better,5,38-42
0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,Low,2,Manufacturing Director,Very High,Single,6091,0,11,2,Better,5,28-32
0,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Female,High,5,Manager,Low,Married,19566,0,33,5,Bad,29,58-62
0,Travel_Rarely,Research & Development,18,Bachelor,Medical,Female,High,2,Manufacturing Director,High,Divorced,4810,0,19,5,Good,10,43-47
0,Travel_Frequently,Research & Development,28,Master,Technical Degree,Female,Medium,2,Healthcare Representative,Very High,Married,4523,0,7,4,Best,6,38-42
1,Travel_Rarely,Sales,1,Below College,Technical Degree,Female,High,1,Sales Representative,Medium,Single,3202,1,6,4,Better,5,23-27
1,Travel_Frequently,Sales,6,College,Marketing,Female,Low,1,Sales Representative,High,Divorced,2351,0,3,3,Good,2,33-37
0,Travel_Frequently,Research & Development,2,College,Life Sciences,Male,High,1,Laboratory Technician,Very High,Married,1702,1,1,3,Better,1,33-37
0,Travel_Rarely,Sales,2,Master,Life Sciences,Female,High,5,Manager,High,Married,18041,0,21,2,Better,20,38-42
0,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,Female,High,1,Research Scientist,Very High,Divorced,2886,0,3,3,Bad,3,23-27
0,Non-Travel,Research & Development,3,Bachelor,Life Sciences,Male,High,1,Laboratory Technician,Very High,Married,2097,0,9,3,Bad,5,28-32
0,Travel_Rarely,Research & Development,3,Master,Medical,Male,Medium,3,Research Director,High,Married,11935,0,10,2,Better,10,28-32
1,Travel_Rarely,Research & Development,25,Doctor,Technical Degree,Female,Medium,1,Research Scientist,Medium,Married,2546,0,6,2,Best,2,28-32
1,Travel_Rarely,Human Resources,2,College,Technical Degree,Male,Medium,1,Human Resources,Very High,Single,2564,0,1,3,Best,1,18-22
0,Non-Travel,Sales,22,Master,Other,Female,High,3,Sales Executive,Low,Married,8412,0,10,3,Better,9,28-32
0,Travel_Rarely,Sales,29,Bachelor,Marketing,Male,Medium,4,Manager,Very High,Divorced,14118,0,32,3,Good,1,53-57
0,Travel_Rarely,Research & Development,29,Master,Life Sciences,Male,Medium,4,Manager,High,Married,17046,0,28,2,Better,27,48-52
0,Non-Travel,Research & Development,2,Bachelor,Medical,Female,High,1,Laboratory Technician,Very High,Single,2564,0,12,2,Good,11,28-32
0,Travel_Frequently,Sales,28,Bachelor,Marketing,Female,Medium,3,Sales Executive,Low,Married,10266,0,22,5,Best,18,58-62
0,Travel_Rarely,Research & Development,2,College,Medical,Female,High,2,Manufacturing Director,Very High,Divorced,5070,0,20,2,Better,5,43-47
0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,High,4,Research Director,High,Married,17861,0,26,2,Bad,3,43-47
0,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,Male,Low,1,Laboratory Technician,High,Single,4230,0,6,2,Better,5,33-37
0,Travel_Rarely,Research & Development,8,Master,Life Sciences,Female,High,2,Laboratory Technician,High,Single,3780,0,19,3,Better,1,53-57
0,Travel_Rarely,Research & Development,2,Master,Life Sciences,Male,Medium,1,Research Scientist,High,Divorced,2768,0,14,3,Better,7,33-37
0,Travel_Rarely,Sales,10,Bachelor,Marketing,Female,Medium,3,Sales Executive,Very High,Married,9071,1,15,3,Better,3,43-47
0,Travel_Rarely,Research & Development,9,Below College,Life Sciences,Male,High,3,Manufacturing Director,Medium,Divorced,10648,0,13,6,Best,13,28-32
1,Travel_Rarely,Research & Development,15,Below College,Medical,Male,High,3,Manager,High,Married,13610,1,15,2,Best,7,28-32
1,Travel_Rarely,Research & Development,10,Below College,Medical,Male,Low,1,Laboratory Technician,Very High,Divorced,3408,0,8,2,Better,4,28-32
0,Travel_Rarely,Sales,7,Below College,Marketing,Male,High,1,Sales Representative,Medium,Single,2983,0,4,3,Better,3,28-32
0,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Male,High,3,Healthcare Representative,High,Married,7632,1,10,2,Better,8,33-37
1,Travel_Frequently,Research & Development,20,Bachelor,Life Sciences,Male,High,3,Healthcare Representative,High,Married,9824,0,12,2,Better,1,28-32
1,Travel_Frequently,Human Resources,23,Bachelor,Human Resources,Female,High,3,Human Resources,Low,Divorced,9950,1,11,2,Better,3,33-37
0,Travel_Frequently,Research & Development,5,College,Other,Male,High,1,Laboratory Technician,High,Married,2093,0,8,4,Better,2,38-42
0,Non-Travel,Sales,10,Master,Medical,Male,High,3,Sales Executive,Very High,Single,9980,0,10,3,Good,10,33-37
1,Travel_Frequently,Research & Development,4,Below College,Technical Degree,Male,Medium,1,Laboratory Technician,High,Single,3894,0,4,3,Better,2,18-22
0,Travel_Rarely,Sales,2,Doctor,Marketing,Female,High,2,Sales Executive,Very High,Married,4051,0,14,2,Better,9,43-47
0,Travel_Rarely,Sales,18,Doctor,Life Sciences,Female,High,4,Manager,Medium,Single,16835,0,37,2,Better,10,53-57
0,Non-Travel,Sales,10,College,Life Sciences,Male,High,2,Sales Executive,Very High,Single,6230,0,16,3,Better,14,38-42
0,Travel_Rarely,Sales,1,Bachelor,Marketing,Male,High,2,Sales Executive,High,Married,4717,0,15,2,Better,11,33-37
0,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Female,High,4,Manufacturing Director,High,Single,13237,0,22,3,Better,20,38-42
0,Travel_Frequently,Research & Development,8,Below College,Life Sciences,Female,High,1,Laboratory Technician,High,Married,3755,0,8,3,Better,8,38-42
0,Travel_Rarely,Sales,2,Below College,Life Sciences,Male,High,2,Sales Executive,Very High,Single,6582,1,10,2,Best,6,28-32
0,Travel_Rarely,Research & Development,24,Bachelor,Medical,Male,High,3,Manufacturing Director,Low,Married,7406,1,10,5,Good,10,38-42
0,Travel_Rarely,Sales,2,Bachelor,Other,Male,High,2,Sales Executive,Medium,Married,4805,0,9,3,Best,8,43-47
1,Travel_Frequently,Human Resources,17,Master,Life Sciences,Female,High,1,Human Resources,High,Divorced,2741,1,8,2,Good,7,23-27
0,Travel_Rarely,Research & Development,19,Bachelor,Technical Degree,Male,High,2,Manufacturing Director,Very High,Divorced,4262,0,8,2,Best,3,28-32
0,Travel_Rarely,Research & Development,1,Doctor,Medical,Female,Very High,4,Research Director,High,Divorced,16184,0,10,2,Better,6,28-32
0,Travel_Rarely,Sales,7,Bachelor,Life Sciences,Male,Medium,3,Manager,Very High,Divorced,11557,0,10,3,Good,5,28-32
1,Travel_Frequently,Sales,5,Bachelor,Marketing,Male,High,1,Sales Representative,Medium,Single,1878,1,0,3,Better,0,
0,Non-Travel,Sales,28,Bachelor,Other,Male,Low,3,Sales Executive,Low,Divorced,10932,0,20,2,Better,1,38-42
0,Non-Travel,Research & Development,2,Master,Other,Female,Medium,2,Healthcare Representative,High,Single,6811,1,10,3,Better,8,38-42
0,Travel_Rarely,Sales,29,College,Medical,Male,High,2,Sales Executive,High,Divorced,4306,0,8,5,Better,0,23-27
0,Travel_Rarely,Sales,1,Bachelor,Medical,Female,High,2,Sales Executive,High,Single,4859,0,5,3,Better,5,33-37
0,Travel_Rarely,Sales,21,Master,Life Sciences,Male,Very High,2,Sales Executive,Very High,Single,5337,0,10,3,Better,10,33-37
1,Travel_Rarely,Research & Development,24,Bachelor,Technical Degree,Male,Low,1,Laboratory Technician,Very High,Single,2340,1,1,3,Bad,1,23-27
0,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Female,High,3,Manufacturing Director,Very High,Single,7491,0,12,3,Best,6,33-37
0,Travel_Frequently,Research & Development,18,Below College,Medical,Female,High,3,Healthcare Representative,High,Married,10527,0,28,3,Good,2,43-47
0,Travel_Rarely,Sales,2,Doctor,Life Sciences,Female,High,4,Manager,Low,Married,16595,0,22,2,Better,18,38-42
0,Non-Travel,Sales,9,Master,Medical,Male,High,3,Sales Executive,Medium,Divorced,8834,0,9,6,Better,9,33-37
0,Travel_Rarely,Research & Development,6,College,Technical Degree,Male,High,2,Research Scientist,Low,Divorced,5577,1,18,3,Better,10,48-52
1,Non-Travel,Sales,11,Master,Other,Male,Very High,2,Sales Executive,High,Married,4707,0,6,2,Better,4,28-32
0,Travel_Frequently,Sales,24,Bachelor,Medical,Male,High,1,Sales Representative,Very High,Married,2400,0,3,3,Better,2,23-27
0,Travel_Rarely,Research & Development,10,Bachelor,Medical,Female,High,2,Healthcare Representative,High,Married,9824,0,18,4,Better,1,33-37
0,Travel_Rarely,Research & Development,1,Master,Life Sciences,Female,High,2,Manufacturing Director,Medium,Married,6447,0,8,2,Good,6,33-37
0,Travel_Rarely,Research & Development,18,Master,Life Sciences,Male,Medium,5,Research Director,High,Divorced,19502,1,31,5,Better,31,48-52
0,Travel_Rarely,Research & Development,23,Bachelor,Medical,Male,Very High,1,Research Scientist,Very High,Married,2725,1,6,3,Better,6,23-27
0,Travel_Rarely,Sales,28,College,Marketing,Male,High,2,Sales Executive,Medium,Married,6272,0,6,5,Best,5,23-27
0,Travel_Rarely,Research & Development,17,College,Other,Male,Medium,1,Laboratory Technician,Medium,Married,2127,0,1,2,Better,1,23-27
0,Travel_Frequently,Human Resources,3,Bachelor,Medical,Male,High,5,Manager,Medium,Married,18200,0,32,2,Better,32,48-52
0,Travel_Rarely,Sales,13,Below College,Medical,Male,High,1,Sales Representative,High,Married,2096,0,7,1,Better,7,23-27
1,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,Female,High,1,Laboratory Technician,High,Married,2886,1,6,4,Better,6,23-27
1,Travel_Frequently,Sales,12,Master,Life Sciences,Male,Medium,1,Sales Representative,Low,Married,2033,0,1,2,Best,1,28-32
0,Travel_Rarely,Research & Development,1,College,Life Sciences,Male,Medium,1,Research Scientist,Very High,Married,3622,1,6,3,Better,6,33-37
1,Travel_Rarely,Sales,13,Master,Medical,Male,High,2,Sales Executive,Low,Divorced,4233,0,9,2,Bad,3,28-32
0,Travel_Rarely,Research & Development,25,College,Other,Male,Medium,2,Laboratory Technician,Very High,Single,3681,0,9,3,Better,3,33-37
0,Travel_Rarely,Sales,6,Master,Medical,Male,Very High,2,Sales Executive,Very High,Divorced,5460,0,13,4,Best,7,28-32
0,Travel_Rarely,Research & Development,6,Master,Medical,Female,Medium,1,Research Scientist,High,Divorced,2187,0,6,5,Good,5,23-27
0,Travel_Rarely,Sales,2,Bachelor,Marketing,Male,High,2,Sales Executive,High,Married,9602,1,17,3,Good,3,33-37
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,Medium,1,Research Scientist,Medium,Single,2836,0,1,0,Best,1,18-22
0,Travel_Rarely,Research & Development,2,Master,Life Sciences,Female,High,2,Healthcare Representative,Very High,Married,4089,0,10,4,Better,10,38-42
0,Travel_Rarely,Research & Development,6,Master,Other,Male,Medium,4,Research Director,Very High,Divorced,16627,1,21,3,Good,1,38-42
0,Travel_Rarely,Research & Development,1,Below College,Life Sciences,Female,High,1,Research Scientist,Low,Single,2619,0,8,3,Good,0,33-37
0,Travel_Frequently,Research & Development,9,Doctor,Medical,Male,High,2,Laboratory Technician,High,Divorced,5679,1,10,3,Better,8,38-42
0,Travel_Rarely,Research & Development,1,Master,Life Sciences,Female,Medium,4,Manager,Low,Married,15402,0,21,3,Bad,3,43-47
0,Travel_Rarely,Human Resources,1,Master,Life Sciences,Female,Medium,2,Human Resources,High,Single,5985,0,10,1,Best,2,43-47
0,Travel_Rarely,Sales,14,Bachelor,Technical Degree,Female,High,1,Sales Representative,High,Divorced,2579,1,8,3,Better,8,33-37
1,Travel_Rarely,Sales,2,Below College,Marketing,Male,High,1,Sales Representative,Low,Divorced,3041,0,5,3,Better,4,23-27
0,Travel_Rarely,Sales,22,Below College,Technical Degree,Male,High,1,Sales Representative,High,Single,3447,0,3,2,Better,3,18-22
0,Travel_Rarely,Research & Development,3,Master,Other,Male,High,5,Manager,Very High,Married,19513,1,26,2,Best,2,43-47
0,Travel_Rarely,Research & Development,6,Below College,Medical,Male,High,1,Research Scientist,High,Married,2773,0,3,3,Better,2,18-22
0,Travel_Rarely,Sales,8,Master,Marketing,Male,High,2,Sales Executive,High,Divorced,7104,0,6,3,Better,5,28-32
0,Travel_Rarely,Research & Development,9,Master,Life Sciences,Female,High,2,Research Scientist,Very High,Married,6322,1,6,2,Good,6,28-32
0,Travel_Frequently,Research & Development,3,Bachelor,Medical,Female,High,1,Research Scientist,High,Divorced,2083,0,1,2,Better,1,28-32
0,Travel_Rarely,Sales,1,Below College,Medical,Female,High,2,Sales Executive,Low,Single,8381,0,18,2,Best,14,48-52
0,Travel_Rarely,Research & Development,1,Doctor,Life Sciences,Male,High,1,Research Scientist,Very High,Married,2691,0,10,4,Good,10,33-37
1,Travel_Frequently,Sales,26,Master,Life Sciences,Female,High,2,Sales Executive,Low,Married,4286,0,5,4,Better,1,43-47
0,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Female,High,1,Laboratory Technician,Very High,Married,2659,1,3,2,Better,3,23-27
0,Travel_Rarely,Research & Development,3,Bachelor,Other,Male,High,3,Manufacturing Director,High,Married,9434,0,10,2,Better,10,33-37
0,Travel_Rarely,Sales,3,College,Medical,Female,High,2,Sales Executive,High,Married,5561,0,6,5,Good,6,28-32
0,Travel_Rarely,Research & Development,6,Master,Life Sciences,Male,Low,2,Research Scientist,Very High,Single,6646,0,17,3,Better,17,33-37
0,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,Male,High,2,Healthcare Representative,Very High,Divorced,7725,0,15,2,Bad,13,28-32
0,Travel_Rarely,Human Resources,19,Master,Medical,Male,High,3,Human Resources,Medium,Married,10725,0,16,1,Best,9,53-57
0,Travel_Rarely,Research & Development,9,College,Medical,Male,Medium,2,Manufacturing Director,Medium,Divorced,8847,1,13,2,Better,3,33-37
0,Travel_Rarely,Research & Development,3,Master,Medical,Male,Medium,1,Research Scientist,Very High,Single,2045,0,5,0,Better,4,23-27
1,Travel_Rarely,Research & Development,10,Below College,Medical,Male,High,1,Research Scientist,High,Single,1009,1,1,5,Better,1,18-22
1,Travel_Frequently,Research & Development,3,Bachelor,Life Sciences,Male,High,1,Research Scientist,Low,Single,3348,1,10,3,Better,10,28-32
0,Non-Travel,Research & Development,3,Bachelor,Life Sciences,Male,Medium,1,Laboratory Technician,High,Married,1281,0,1,3,Better,1,33-37
0,Travel_Rarely,Research & Development,4,Bachelor,Medical,Male,Very High,1,Research Scientist,Low,Married,2819,0,5,3,Best,3,18-22
0,Travel_Rarely,Sales,8,Bachelor,Life Sciences,Male,Very High,2,Sales Executive,Medium,Married,4851,0,4,4,Better,3,23-27
0,Travel_Rarely,Sales,7,Master,Marketing,Female,Medium,2,Sales Executive,Very High,Single,4028,0,8,2,Better,7,33-37
0,Travel_Frequently,Research & Development,1,Master,Life Sciences,Male,Low,1,Research Scientist,Very High,Divorced,2720,0,10,5,Better,10,28-32
0,Travel_Rarely,Sales,2,Below College,Marketing,Male,Very High,2,Sales Executive,Medium,Married,8120,0,12,3,Better,2,43-47
0,Travel_Frequently,Sales,3,Below College,Medical,Female,Very High,2,Sales Executive,Very High,Divorced,4647,1,6,3,Better,6,23-27
0,Travel_Rarely,Research & Development,10,College,Life Sciences,Male,Very High,1,Research Scientist,Very High,Single,4680,0,4,2,Better,1,33-37
0,Travel_Rarely,Research & Development,28,Below College,Medical,Male,Very High,1,Laboratory Technician,High,Married,3221,1,20,3,Better,20,48-52
0,Travel_Rarely,Research & Development,9,Bachelor,Medical,Female,Medium,3,Healthcare Representative,Medium,Single,8621,0,9,3,Best,8,33-37
1,Travel_Rarely,Sales,3,College,Life Sciences,Female,High,2,Sales Executive,High,Single,4577,0,4,3,Better,2,23-27
0,Travel_Rarely,Research & Development,2,Master,Technical Degree,Female,Medium,2,Healthcare Representative,High,Single,4553,0,20,4,Better,20,38-42
0,Travel_Rarely,Sales,10,Bachelor,Marketing,Male,High,2,Sales Executive,Very High,Single,5396,0,10,2,Good,10,28-32
1,Travel_Frequently,Sales,8,College,Technical Degree,Male,High,2,Sales Executive,High,Married,6796,1,18,4,Better,4,48-52
0,Travel_Rarely,Research & Development,1,Master,Life Sciences,Female,Very High,2,Healthcare Representative,Very High,Single,7625,0,10,4,Good,9,33-37
0,Travel_Rarely,Research & Development,1,College,Life Sciences,Female,High,3,Manufacturing Director,Low,Married,7412,0,9,3,Better,9,23-27
0,Travel_Rarely,Research & Development,3,College,Life Sciences,Female,High,3,Research Director,Very High,Single,11159,0,10,6,Better,7,28-32
0,Travel_Rarely,Sales,14,Master,Marketing,Male,High,2,Sales Executive,Low,Single,4960,0,20,2,Better,7,43-47
0,Travel_Frequently,Sales,5,Master,Life Sciences,Male,Medium,3,Sales Executive,Low,Married,10475,1,20,2,Better,18,38-42
0,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Male,Very High,4,Research Director,High,Married,14814,0,32,3,Better,5,48-52
0,Travel_Rarely,Human Resources,10,Master,Human Resources,Male,Medium,5,Manager,Very High,Divorced,19141,0,23,2,Good,21,38-42
0,Travel_Rarely,Sales,16,Master,Marketing,Male,High,2,Sales Executive,Low,Single,5405,0,10,1,Better,2,58-62
0,Travel_Frequently,Research & Development,10,College,Life Sciences,Male,High,3,Manufacturing Director,Low,Divorced,8793,0,9,4,Good,9,23-27
0,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,Male,Medium,5,Manager,High,Married,19189,0,22,3,Better,22,38-42
0,Travel_Rarely,Sales,8,Master,Marketing,Male,High,1,Sales Representative,Medium,Married,3875,0,4,2,Better,2,48-52
1,Travel_Rarely,Research & Development,1,College,Life Sciences,Female,Low,1,Research Scientist,Medium,Single,2216,1,10,4,Better,7,23-27
0,Non-Travel,Research & Development,8,Bachelor,Life Sciences,Female,Very High,3,Research Director,Low,Married,11713,0,10,2,Better,8,33-37
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,High,3,Manufacturing Director,High,Single,7861,1,10,4,Best,1,33-37
0,Non-Travel,Research & Development,24,Bachelor,Medical,Male,Low,1,Laboratory Technician,High,Single,3708,0,9,5,Better,5,43-47
0,Travel_Frequently,Sales,3,Bachelor,Medical,Female,High,4,Sales Executive,High,Divorced,13770,1,28,2,Good,22,43-47
0,Travel_Rarely,Sales,27,Doctor,Marketing,Male,High,2,Sales Executive,Very High,Divorced,5304,0,10,2,Good,8,28-32
0,Travel_Rarely,Sales,10,Bachelor,Life Sciences,Male,High,1,Sales Representative,High,Single,2642,0,1,6,Better,1,28-32
1,Travel_Frequently,Research & Development,19,Bachelor,Medical,Male,Very High,1,Research Scientist,High,Divorced,2759,1,7,2,Better,2,38-42
0,Travel_Frequently,Sales,15,Bachelor,Life Sciences,Male,Medium,2,Sales Executive,Very High,Married,6804,0,7,5,Better,2,38-42
0,Travel_Rarely,Research & Development,8,College,Medical,Female,High,2,Healthcare Representative,High,Single,6142,0,10,2,Better,5,33-37
0,Travel_Rarely,Research & Development,9,Below College,Medical,Male,High,1,Laboratory Technician,Low,Married,2500,0,5,2,Best,4,18-22
0,Travel_Rarely,Human Resources,3,Bachelor,Human Resources,Female,Very High,2,Human Resources,Medium,Married,6389,0,12,3,Bad,8,38-42
0,Travel_Rarely,Research & Development,9,Bachelor,Medical,Male,High,4,Healthcare Representative,Very High,Married,11103,0,30,1,Good,10,53-57
0,Travel_Rarely,Research & Development,2,Below College,Medical,Female,Medium,1,Research Scientist,Very High,Single,2342,1,5,2,Good,4,38-42
0,Travel_Rarely,Research & Development,7,Bachelor,Medical,Female,Medium,2,Healthcare Representative,Low,Single,6811,0,9,2,Bad,7,23-27
0,Travel_Rarely,Sales,10,Bachelor,Marketing,Male,High,1,Sales Representative,Medium,Divorced,2297,0,2,2,Better,2,28-32
0,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Male,High,2,Laboratory Technician,Very High,Single,2450,0,19,4,Better,2,48-52
0,Non-Travel,Research & Development,2,Master,Life Sciences,Female,High,2,Healthcare Representative,Low,Divorced,5093,0,16,2,Best,1,33-37
